id,distance
701,0.799946147032
702,0.956973623112
703,0.576027944409
704,0.451960368183
705,0.574306791218
706,0.488476426703
709,0.846666385154
710,1.11632922622
711,1.23063514981
712,1.18273022326
713,0.970043754637
714,1.13210926716
716,0.884404643147
719,1.60923881924
720,1.61635487758
721,1.81327824401
722,2.21177155048
723,2.25425646281
724,2.54813908327
725,2.9663599818
726,3.83788749535
727,3.35343404877
728,2.95778925319
729,2.72138839391
730,2.58953887484
731,2.46677782767
732,2.03429361186
733,1.67327387702
734,1.78668740562
735,1.33273792748
736,1.26065584042
737,1.39852748981
738,0.979450233845
739,0.895287462793
740,0.459886730216
743,0.909780302138
744,0.718449926706
2572,1.72650519316
